property_type,borough,surface_covered_in_m2,price_per_m2,lat,lon,price_aprox_usd
apartment,Cuajimalpa de Morelos,171.0,32163.74269,,,289844.37
apartment,Benito Juárez,90.0,34555.55556,19.383952,-99.160229,163854.96
apartment,Coyoacán,110.0,11478.78182,19.304032,-99.112841,66525.43
apartment,Iztacalco,,,19.3812452868,-99.1037714481,45837.24
apartment,Benito Juárez,90.0,27439.07778,19.391819,-99.188639,130110.16
house,Tlalpan,407.0,3980.34398,19.282818,-99.219802,85352.1
house,Álvaro Obregón,280.0,21450.7,19.338886,-99.252586,316445.34
house,Cuajimalpa de Morelos,283.0,7034.155477,19.388832,-99.259555,104906.06
apartment,Benito Juárez,67.0,21940.29851,19.396058,-99.135265,77449.13
house,Iztapalapa,131.0,6325.419847,19.357819,-99.054344,43657.6
apartment,Iztapalapa,65.0,17692.30769,19.346609,-99.072311,60589.45
house,Tlalpan,100.0,15960.0,19.26723,-99.155769,84087.62
apartment,Cuauhtémoc,69.0,13333.33333,19.451293,-99.161471,48471.56
apartment,Benito Juárez,,,,,167674.73
apartment,Miguel Hidalgo,204.0,15196.07843,19.434611,-99.171078,163328.09
apartment,Coyoacán,82.0,22073.17073,19.328705,-99.164986,95385.15
house,Tlalpan,312.0,13782.05128,19.298871,-99.166598,226551.88
apartment,Benito Juárez,85.0,20117.64706,19.377171,-99.188503,90093.88
house,Álvaro Obregón,320.0,7812.5,19.3716982,-99.2321418,131747.44
apartment,Benito Juárez,95.0,28094.73684,19.38265,-99.149463,140620.22
apartment,Benito Juárez,155.0,44486.82581,19.394073,-99.153915,363297.43
apartment,Benito Juárez,140.0,36071.42857,19.3689139,-99.1821455,266129.83
apartment,La Magdalena Contreras,,,19.315498,-99.220634,234325.36
apartment,Cuajimalpa de Morelos,104.0,47333.49038,19.3609821,-99.2686522,259420.36
apartment,Benito Juárez,280.0,7988.092857,19.352219,-99.157096,117870.01
apartment,Miguel Hidalgo,100.0,70000.0,19.4380266,-99.1885632,368892.84
apartment,Benito Juárez,89.0,30337.07865,19.381729,-99.164986,142253.5
apartment,Cuauhtémoc,80.0,25491.6625,19.408904,-99.174556,107445.28
apartment,Miguel Hidalgo,60.0,12516.66667,19.456595,-99.20456,39567.54
store,Venustiano Carranza,591.0,8324.873096,19.42734,-99.065817,259217.5
house,Coyoacán,190.0,16368.42105,19.348655,-99.126983,163854.96
apartment,Gustavo A. Madero,80.0,10687.5,19.517598,-99.137671,45057.62
apartment,Iztapalapa,70.0,10928.57143,19.332428,-99.061256,40314.71
house,Coyoacán,125.0,11680.0,19.314811,-99.112699,76922.26
house,La Magdalena Contreras,280.0,16335.0,19.3170894,-99.2259158,241034.58
apartment,Iztacalco,80.0,11125.0,19.383251,-99.105499,46890.97
house,Miguel Hidalgo,750.0,2880.0,19.442769,-99.168188,113802.8
house,La Magdalena Contreras,189.0,6343.227513,19.314815,-99.2574,63164.24
house,Gustavo A. Madero,320.0,20312.5,19.4966403,-99.1504583,342543.35
apartment,Coyoacán,60.0,16331.66667,19.323772,-99.116562,51627.48
apartment,Álvaro Obregón,54.0,15370.37037,19.371745,-99.212281,43729.78
apartment,Miguel Hidalgo,60.0,14288.88333,19.444428,-99.167254,45169.86
apartment,Cuauhtémoc,85.0,13101.17647,19.450827,-99.156468,58671.66
apartment,Cuauhtémoc,55.0,10904.23636,19.445438,-99.132699,31597.82
apartment,Gustavo A. Madero,71.0,12978.87324,19.52589,-99.151703,48550.59
store,La Magdalena Contreras,44.0,72727.27273,19.327168,-99.224525,168596.74
apartment,Cuauhtémoc,92.0,13536.22826,19.416291,-99.157479,65627.77
apartment,Coyoacán,80.0,36000.0,19.350054,-99.123476,151737.07
apartment,Cuauhtémoc,60.0,18560.0,19.450551,-99.156352,58671.66
apartment,Cuauhtémoc,,,19.412155,-99.1348288,82119.95
house,Iztapalapa,115.0,25652.17391,,,155461.98
house,Álvaro Obregón,240.0,7269.541667,19.350701,-99.221871,91943.38
apartment,Coyoacán,55.0,20781.81818,19.323772,-99.116562,60220.65
house,Cuauhtémoc,500.0,12562.0,19.441733,-99.161653,330923.8
apartment,Álvaro Obregón,75.0,23133.33333,19.377404,-99.193301,91432.72
house,Coyoacán,205.0,19268.29268,19.3348416,-99.1523009,208160.96
apartment,Benito Juárez,81.0,37919.75309,19.362511,-99.166374,161826.53
apartment,Benito Juárez,90.0,16666.66667,19.370046,-99.146155,79029.72
house,La Magdalena Contreras,238.0,15966.38655,19.323439,-99.234693,200208.63
apartment,Benito Juárez,155.0,44486.82581,19.394073,-99.153915,363383.59
house,Tlalpan,300.0,23666.66667,19.299652,-99.142998,374074.03
apartment,Álvaro Obregón,51.0,10784.31373,19.414617,-99.168512,28984.43
apartment,Miguel Hidalgo,56.0,13392.85714,19.452301,-99.207422,39514.86
apartment,Benito Juárez,80.0,14621.1375,19.39942,-99.141673,61626.9
apartment,Álvaro Obregón,96.0,31032.29167,19.341894,-99.224525,156958.3
house,Álvaro Obregón,200.0,3400.0,19.331674,-99.252076,35826.8
apartment,Gustavo A. Madero,51.0,25627.45098,19.473415,-99.143539,68861.23
apartment,Benito Juárez,270.0,5450.37037,19.396705,-99.181902,77533.42
house,Coyoacán,100.0,33000.0,19.3108788,-99.1386972,173906.62
house,Tlalpan,137.0,13430.65693,19.215389,-99.192673,96943.13
house,Coyoacán,415.0,20722.89157,19.3428098,-99.1237509,453103.76
apartment,Miguel Hidalgo,95.0,41052.63158,19.432657,-99.177444,205477.28
apartment,Tláhuac,,,19.2861828432,-99.0548291802,29609.8
apartment,Cuauhtémoc,100.0,27206.67,19.422201,-99.159447,143342.37
apartment,Iztapalapa,89.0,30337.07865,19.318989,-99.094437,142253.5
apartment,Cuauhtémoc,564.0,3277.175532,19.422587,-99.175108,97381.85
store,La Magdalena Contreras,700.0,11142.85714,19.30305,-99.233435,410954.57
house,Tlalpan,250.0,23200.0,19.297481,-99.129487,305581.6
apartment,Tlalpan,0.0,,19.2800914954,-99.2171269655,50064.02
house,Xochimilco,208.0,10072.11538,19.265313,-99.13566,110378.18
apartment,Miguel Hidalgo,98.0,29795.91837,19.43557,-99.207662,153844.53
apartment,Benito Juárez,72.0,31692.29167,19.380951,-99.13662,120222.38
apartment,Coyoacán,74.0,14189.18919,19.329109,-99.127632,55320.8
apartment,Gustavo A. Madero,68.0,9602.941176,19.527836,-99.169827,34404.27
house,Miguel Hidalgo,192.0,7812.5,19.445843,-99.200638,79029.72
apartment,Tláhuac,44.0,13636.36364,19.381729,-99.164986,31619.38
apartment,Iztacalco,50.0,16400.0,19.410307,-99.065399,43202.91
apartment,Iztacalco,65.0,11664.46154,19.394558,-99.129707,39955.83
apartment,Álvaro Obregón,60.0,27416.66667,19.370083,-99.198338,86669.26
apartment,Benito Juárez,77.0,55194.80519,19.3628631,-99.1739857,223917.55
apartment,Cuauhtémoc,48.0,22895.83333,19.439253,-99.163605,57902.44
house,Gustavo A. Madero,312.0,7211.538462,19.5516212894,-99.1420197487,118572.7
house,Gustavo A. Madero,302.0,7317.880795,,,116437.12
apartment,Cuauhtémoc,55.0,30545.45455,19.439253,-99.163605,88513.29
apartment,Iztapalapa,65.0,17692.30769,19.346609,-99.072311,60589.45
apartment,Benito Juárez,110.0,15454.54545,19.40063,-99.145354,89567.02
house,Iztapalapa,115.0,16252.17391,19.383907,-99.087001,98471.03
house,Álvaro Obregón,95.0,7800.0,19.380474,-99.245664,39040.68
apartment,Álvaro Obregón,96.0,31032.29167,19.341894,-99.224525,156958.3
house,Tlalpan,130.0,10769.23077,19.241358,-99.227472,73761.07
apartment,Benito Juárez,129.0,40310.07752,19.552402,-99.142799,281482.76
apartment,Cuauhtémoc,90.0,11585.17778,19.446391,-99.157492,54934.4
house,Benito Juárez,100.0,42600.0,19.363284,-99.172349,224497.64
apartment,Gustavo A. Madero,51.0,25627.45098,19.473415,-99.143539,68861.23
apartment,Coyoacán,120.0,32500.0,19.314831,-99.140445,205477.28
apartment,Iztacalco,74.0,9756.756757,19.383251,-99.105499,38039.64
apartment,Cuauhtémoc,90.0,27822.22222,19.431756,-99.161923,131958.24
house,La Magdalena Contreras,303.0,4809.679868,19.312466,-99.235216,76781.75
apartment,Venustiano Carranza,69.0,14014.49275,19.445553,-99.097057,50947.82
apartment,Álvaro Obregón,72.0,16945.41667,19.366505,-99.222297,64281.19
apartment,Benito Juárez,100.0,20300.0,19.377171,-99.188503,106953.56
house,Gustavo A. Madero,253.0,13438.73518,19.4805972,-99.1482966,179176.52
house,Benito Juárez,200.0,23440.0,19.399375,-99.149986,246994.23
apartment,Cuauhtémoc,75.0,14346.37333,19.428767,-99.1459,56689.49
apartment,Coyoacán,59.0,45011.18644,,,139917.38
house,Tlalpan,176.0,30340.90909,19.2704017,-99.1460264,281345.82
apartment,Cuauhtémoc,42.0,29656.2619,19.412153,-99.13435,65624.33
apartment,Benito Juárez,107.0,42689.71963,19.381729,-99.164986,240718.39
apartment,Álvaro Obregón,300.0,21666.66667,,,351853.45
apartment,Benito Juárez,78.0,25871.79487,19.39557,-99.132937,106321.32
apartment,Álvaro Obregón,55.0,17909.09091,19.36312,-99.194926,51896.18
apartment,Coyoacán,63.0,31945.90476,19.303736,-99.163605,106036.39
apartment,Tláhuac,68.0,9117.647059,19.306187,-99.055725,32665.61
apartment,Cuauhtémoc,63.0,60317.46032,19.245655,-99.078934,205698.94
house,Coyoacán,354.0,21186.44068,19.3523102,-99.1579,395242.33
apartment,Benito Juárez,65.0,32600.0,,,111642.65
apartment,Benito Juárez,,,19.3626004,-99.1577978,228434.08
apartment,Benito Juárez,79.0,35265.82278,19.372684,-99.183678,146784.54
apartment,Coyoacán,85.0,10647.05882,19.305233,-99.12269,47681.26
apartment,Venustiano Carranza,65.0,10914.4,19.445553,-99.097057,37377.68
apartment,Benito Juárez,60.0,24270.0,19.396705,-99.181902,76740.25
apartment,Cuauhtémoc,95.0,54736.84211,19.41498,-99.177444,273969.71
apartment,Benito Juárez,60.0,34250.0,19.375412,-99.144234,108270.72
apartment,Coyoacán,63.0,19047.61905,19.339026,-99.141994,63223.78
apartment,Álvaro Obregón,100.0,18580.0,19.387209,-99.222038,97914.7
house,Iztapalapa,292.0,12671.23288,19.3212365,-99.0781877,194939.99
apartment,Coyoacán,225.0,38645.95111,19.3437444,-99.1561883,458126.83
house,Azcapotzalco,140.0,12500.0,19.48527,-99.200287,92201.34
apartment,Benito Juárez,55.0,49090.90909,19.372684,-99.183678,142253.5
apartment,Coyoacán,80.0,14812.5,19.346767,-99.123658,62433.48
apartment,Gustavo A. Madero,43.0,8139.534884,19.5376018143,-99.1441479698,18444.64
house,Iztapalapa,,,19.3261387,-99.0949739,342462.14
house,Gustavo A. Madero,140.0,13228.57143,19.514603,-99.14492,97598.5
apartment,Benito Juárez,120.0,38333.33333,,,242357.82
apartment,Benito Juárez,80.0,16875.0,19.383446,-99.137643,71126.75
apartment,Cuauhtémoc,115.0,60652.17391,19.4195256,-99.162549,367575.37
apartment,Azcapotzalco,,,19.4653758,-99.1589568,156860.27
apartment,Gustavo A. Madero,74.0,12162.16216,19.525055,-99.171219,47429.08
apartment,Miguel Hidalgo,63.0,15873.01587,,,52698.97
apartment,Coyoacán,99.0,20575.75758,19.305984,-99.127341,107322.36
apartment,Gustavo A. Madero,60.0,15833.33333,19.477965,-99.094716,50052.15
apartment,Cuauhtémoc,131.0,41675.26718,19.41217,-99.15821,287639.75
apartment,Cuauhtémoc,40.0,24180.0,19.442268,-99.155247,50970.45
apartment,Venustiano Carranza,,,19.4253965536,-99.0596866608,31980.69
house,Álvaro Obregón,450.0,21111.11111,19.3447,-99.212753,500521.59
apartment,Álvaro Obregón,60.0,12686.21667,19.366632,-99.1979,40103.52
apartment,Venustiano Carranza,,,19.4262059996,-99.0597295761,31980.69
house,Tlalpan,270.0,15925.92593,19.254545,-99.180043,226551.88
apartment,Álvaro Obregón,157.0,26751.59236,,,221335.7
apartment,Coyoacán,79.0,19240.50633,19.303448,-99.175262,80083.45
apartment,Benito Juárez,75.0,42000.0,19.3807458,-99.1553016,165962.42
apartment,Benito Juárez,,,,,121036.65
apartment,Miguel Hidalgo,80.0,12088.8375,19.442152,-99.18603,50965.55
store,Cuauhtémoc,238.0,4205.462185,,,52746.4
apartment,Cuajimalpa de Morelos,248.0,32437.25806,19.387452,-99.252153,423833.25
house,La Magdalena Contreras,90.0,21888.88889,19.313356,-99.231734,103792.37
apartment,Miguel Hidalgo,65.0,11030.76923,19.4473488,-99.1969822,37785.16
apartment,Miguel Hidalgo,235.0,1957.446809,,,460000.0
house,Coyoacán,182.0,13461.53846,19.305859,-99.162432,129081.88
apartment,Gustavo A. Madero,60.0,12500.0,19.496204,-99.086136,39514.86
apartment,Venustiano Carranza,65.0,15821.52308,19.413496,-99.124389,54182.72
apartment,Iztapalapa,44.0,10227.27273,19.3821223,-99.0906207,23714.54
house,Álvaro Obregón,180.0,12494.44444,19.32926,-99.270241,118491.9
house,Cuauhtémoc,200.0,23600.0,19.412235,-99.129707,248739.17
house,Álvaro Obregón,120.0,27225.26667,19.342911,-99.224472,172169.24
apartment,Azcapotzalco,75.0,6170.546667,19.474655,-99.189277,24388.61
apartment,Benito Juárez,130.0,30769.23077,19.3797151,-99.1677132,210745.93
apartment,Miguel Hidalgo,70.0,10328.37143,19.445743,-99.174986,38091.59
apartment,Benito Juárez,50.0,13699.48,19.374628,-99.188927,36088.87
apartment,Venustiano Carranza,60.0,11823.93333,19.445553,-99.097057,37377.68
apartment,Iztapalapa,105.0,23809.52381,19.388181,-99.081566,131716.2
apartment,Miguel Hidalgo,109.0,45412.84404,,,260798.09
house,Coyoacán,132.0,29227.27273,19.348484,-99.133385,203264.45
apartment,Miguel Hidalgo,60.0,71666.66667,19.427054,-99.191969,226551.88
house,Tlalpan,264.0,28409.09091,19.2780407414,-99.1649311781,395148.62
apartment,Benito Juárez,67.0,44731.34328,19.3992332,-99.1463478,157901.39
apartment,Cuauhtémoc,50.0,16721.12,19.410215,-99.14595,44048.85
apartment,Benito Juárez,85.0,42941.17647,19.363073,-99.158843,192305.66
house,Coyoacán,168.0,21130.95238,19.303029,-99.139237,187037.01
apartment,Azcapotzalco,,,19.4653758,-99.1589568,122939.81
apartment,Cuauhtémoc,209.0,3856.45933,19.454582,-99.145651,42465.3
apartment,Tláhuac,50.0,12880.0,19.301945,-99.049533,33930.09
apartment,Miguel Hidalgo,70.0,14828.57143,19.456145,-99.201167,54688.57
house,Iztapalapa,90.0,14095.05556,19.331858,-99.062324,66835.7
apartment,Iztacalco,60.0,18333.33333,19.389578,-99.070199,57955.13
apartment,Álvaro Obregón,125.0,45840.0,19.386872,-99.219322,301893.55
apartment,Benito Juárez,60.0,24333.33333,19.365843,-99.149901,76922.26
house,La Magdalena Contreras,220.0,23227.27273,19.324123,-99.234288,269227.93
apartment,Benito Juárez,79.0,10506.32911,19.378897,-99.140392,43729.78
apartment,Álvaro Obregón,60.0,27500.0,19.387209,-99.222038,86932.69
apartment,Álvaro Obregón,120.0,8055.558333,19.383484,-99.234158,50930.28
apartment,Álvaro Obregón,70.0,16000.0,19.377369,-99.198052,59008.86
apartment,Cuauhtémoc,62.0,22580.64516,19.46212,-99.143046,73778.56
house,Gustavo A. Madero,202.0,6930.693069,19.549444,-99.129374,73761.07
apartment,Coyoacán,60.0,35516.66667,19.344354,-99.162538,112274.89
apartment,Coyoacán,50.0,20814.9,19.33247,-99.144753,54833.19
apartment,Venustiano Carranza,62.0,44204.45161,19.4306069,-99.0949899,144430.82
house,Álvaro Obregón,85.0,17872.04706,19.34016,-99.194081,80056.28
apartment,Coyoacán,85.0,23294.11765,19.34841,-99.125713,104319.23
apartment,Azcapotzalco,41.0,14975.85366,19.478175,-99.185678,32350.02
apartment,Tlalpan,0.0,,19.3002179038,-99.111893177,187081.37
apartment,Benito Juárez,,,19.3977319,-99.1472551,253377.52
apartment,Cuauhtémoc,59.0,14406.77966,19.412017,-99.144716,44783.51
apartment,Benito Juárez,65.0,19276.92308,19.368544,-99.163605,66016.16
house,Iztacalco,100.0,9840.0,,,51843.5
apartment,Xochimilco,60.0,12383.33333,,,39155.34
apartment,Álvaro Obregón,60.0,14033.95,19.365259,-99.218307,44363.96
house,Álvaro Obregón,350.0,12385.71429,19.346742,-99.205309,228395.9
apartment,Cuauhtémoc,90.0,23740.73333,19.431629,-99.162762,112600.11
apartment,Álvaro Obregón,75.0,23066.66667,19.342273,-99.258628,91147.61
apartment,Benito Juárez,,,,,158059.45
apartment,Álvaro Obregón,93.0,46011.82796,19.358585,-99.185753,225450.73
apartment,Benito Juárez,68.0,52205.88235,19.3872626,-99.1754024,187081.37
apartment,Venustiano Carranza,57.0,9035.087719,19.452689,-99.117987,27133.53
apartment,Iztacalco,70.0,8018.142857,19.383958,-99.101064,29571.34
apartment,Álvaro Obregón,90.0,22222.22222,19.385239,-99.194536,105372.96
apartment,Cuauhtémoc,58.0,25689.65517,19.405425,-99.144349,78502.86
apartment,Álvaro Obregón,60.0,13880.0,19.358121,-99.256453,43877.3
apartment,Coyoacán,70.0,14977.85714,19.30609,-99.113432,55239.14
apartment,Álvaro Obregón,348.0,4240.229885,19.373535,-99.194161,77762.61
apartment,Coyoacán,74.0,40405.40541,19.3261962968,-99.140586108,157569.94
apartment,Benito Juárez,86.0,40116.27907,19.3796297386,-99.1883166879,181811.47
apartment,Benito Juárez,244.0,36844.2623,19.398199,-99.153221,473763.81
apartment,Benito Juárez,98.0,35714.28571,19.403014,-99.158422,184402.69
apartment,Venustiano Carranza,,,19.4068045007,-99.1244794428,39514.86
apartment,Iztacalco,60.0,19667.91667,19.399108,-99.115621,62174.0
house,Xochimilco,130.0,17184.61538,19.275189,-99.125935,117701.6
house,Coyoacán,310.0,18064.51613,19.308756,-99.107574,295044.3
apartment,Benito Juárez,80.0,18500.0,19.392185,-99.135357,77994.48
apartment,Gustavo A. Madero,65.0,17076.92308,19.496491,-99.149702,58481.99
apartment,Miguel Hidalgo,65.0,10467.69231,19.453854,-99.193979,35847.88
house,Benito Juárez,203.0,15663.7931,19.40158,-99.15333,167569.57
apartment,Miguel Hidalgo,70.0,14285.71429,19.453691,-99.180039,52686.48
apartment,Álvaro Obregón,66.0,17121.21212,19.357982,-99.234453,59535.72
apartment,Venustiano Carranza,58.0,28620.68966,,,87480.3
apartment,Tlalpan,80.0,27601.5,19.301391,-99.117218,116338.07
apartment,Benito Juárez,60.0,61400.0,19.384026,-99.163136,194097.0
apartment,Azcapotzalco,75.0,10791.10667,19.473693,-99.164851,42640.91
apartment,Coyoacán,106.0,27169.81132,19.350054,-99.123847,151737.07
apartment,Miguel Hidalgo,60.0,19333.33333,19.457182,-99.214865,61116.32
apartment,Coyoacán,10.0,146000.0,,,76922.26
apartment,Benito Juárez,60.0,11716.66667,19.403428,-99.142753,37038.59
apartment,Venustiano Carranza,99.0,25252.52525,19.414261,-99.104118,131716.2
apartment,Cuauhtémoc,47.0,21207.95745,19.439253,-99.163605,52516.51
apartment,Cuauhtémoc,95.0,12210.52632,19.436607,-99.159948,61116.32
house,Gustavo A. Madero,180.0,12655.55556,,,120019.81
house,Xochimilco,210.0,13333.33333,19.241589,-99.100574,147522.15
house,Coyoacán,220.0,36136.36364,19.345812,-99.146996,418857.54
apartment,Cuauhtémoc,43.0,8250.697674,19.444769,-99.123218,18692.11
apartment,Álvaro Obregón,65.0,14476.92308,19.384117,-99.205132,49577.98
apartment,Benito Juárez,91.0,60975.82418,19.3902488,-99.1772868,292346.76
apartment,Benito Juárez,114.0,40307.01754,19.3706835,-99.1722555,242151.8
apartment,Álvaro Obregón,1262.0,3612.726624,19.3339993864,-99.2398533225,240211.43
apartment,Miguel Hidalgo,62.0,28626.82258,,,93511.29
apartment,Cuajimalpa de Morelos,73.0,48287.67123,19.392937,-99.263313,185763.89
apartment,Benito Juárez,110.0,18345.45455,19.396593,-99.133163,106321.32
apartment,Cuauhtémoc,90.0,4666.666667,19.457641,-99.149897,22128.32
store,Cuauhtémoc,30.0,35746.66667,19.4559908075,-99.162940979,56500.98
house,Gustavo A. Madero,383.0,8485.639687,19.519315,-99.145799,171231.07
house,Tlalpan,252.0,11309.52381,19.281164,-99.20237,150192.08
apartment,Cuauhtémoc,84.0,27380.95238,19.425783,-99.1417156,121207.64
apartment,Álvaro Obregón,61.0,47022.62295,19.3736979,-99.1933122,151160.69
apartment,Benito Juárez,129.0,19379.84496,19.390748,-99.158695,131747.44
apartment,Benito Juárez,80.0,22500.0,19.36594,-99.163153,94835.67
apartment,Benito Juárez,63.0,27295.71429,19.3905245,-99.1797506,90622.74
apartment,Benito Juárez,85.0,43529.41176,19.364639,-99.161311,194939.99
apartment,Venustiano Carranza,47.0,15914.89362,19.432219,-99.098587,39418.83
apartment,Miguel Hidalgo,75.0,13262.21333,19.457058,-99.190308,52405.45
apartment,Álvaro Obregón,85.0,33600.0,19.3447,-99.212753,150508.28
apartment,Benito Juárez,136.0,14812.13971,19.39867,-99.154329,106134.33
house,Iztapalapa,250.0,13200.0,19.381483,-99.11347,173865.39
apartment,Cuauhtémoc,65.0,15275.75385,19.452621,-99.154479,52313.67
apartment,Miguel Hidalgo,60.0,80833.33333,,,255590.04
apartment,Iztapalapa,65.0,15382.30769,,,52678.58
apartment,Iztapalapa,55.0,11818.18182,19.38462941,-99.0717371553,34254.33
apartment,Azcapotzalco,70.0,11968.71429,19.470991,-99.168165,44141.26
apartment,Venustiano Carranza,42.0,5476.190476,19.4501313187,-99.1259557756,12120.76
house,Álvaro Obregón,60.0,47666.66667,19.365175,-99.230064,150683.34
apartment,Azcapotzalco,90.0,15895.92222,19.465454,-99.162665,75375.02
apartment,Gustavo A. Madero,62.0,24193.54839,19.474066,-99.137224,79029.72
apartment,Venustiano Carranza,56.0,16625.0,19.456993,-99.118637,49051.11
house,Gustavo A. Madero,257.0,4651.101167,19.489048,-99.093192,62992.82
apartment,Miguel Hidalgo,55.0,33171.8,19.444578,-99.17637,96146.59
house,Gustavo A. Madero,95.0,11474.68421,19.458993,-99.103261,57433.27
house,Iztapalapa,56.0,16964.28571,19.3238645,-99.0557268,50064.02
apartment,Benito Juárez,65.0,32153.84615,19.391074,-99.165737,110114.75
apartment,Azcapotzalco,90.0,17005.4,19.464,-99.183377,80635.92
apartment,Miguel Hidalgo,300.0,31666.66667,19.4213319,-99.2043098,500521.59
apartment,Venustiano Carranza,69.0,11695.65217,19.452986,-99.119334,42517.99
apartment,Benito Juárez,584.0,3904.109589,19.398755,-99.150524,120125.18
store,Cuauhtémoc,897.0,9977.703456,19.418058,-99.131088,471655.85
apartment,Benito Juárez,82.0,29268.29268,19.400923,-99.14053,126447.56
apartment,Venustiano Carranza,56.0,16625.0,19.456993,-99.118637,49051.11
apartment,Benito Juárez,164.0,39634.14634,19.396138,-99.147314,342462.14
apartment,Cuauhtémoc,96.0,56510.41667,19.41498,-99.177444,285824.17
apartment,Álvaro Obregón,70.0,10873.88571,19.366632,-99.1979,40112.98
apartment,Álvaro Obregón,97.0,32759.79381,19.341894,-99.224525,167421.83
house,Gustavo A. Madero,168.0,18452.38095,19.50772,-99.121305,163366.83
apartment,Benito Juárez,80.0,12308.3375,19.37335,-99.174777,51878.64
apartment,Benito Juárez,49.0,29387.7551,19.400623,-99.14173,75868.53
apartment,Benito Juárez,60.0,40000.0,19.388044,-99.185753,126447.56
house,Cuajimalpa de Morelos,697.0,13629.84218,,,500640.29
apartment,Gustavo A. Madero,74.0,8024.324324,19.467806,-99.130254,31285.23
apartment,Cuauhtémoc,50.0,10320.0,19.439858,-99.150241,27192.67
apartment,Tlalpan,172.0,20348.83721,19.281592,-99.2196909,184402.69
apartment,Benito Juárez,100.0,31140.0,19.39365,-99.14769,164065.71
apartment,Cuauhtémoc,130.0,36923.07692,19.403818,-99.17028,252895.12
apartment,Coyoacán,115.0,36739.13043,19.3023717,-99.167894,222600.39
apartment,Miguel Hidalgo,65.0,21246.15385,19.401819,-99.184615,72760.03
apartment,Álvaro Obregón,96.0,31032.29167,19.341894,-99.224525,156958.3
apartment,Álvaro Obregón,160.0,44781.25,19.339581,-99.197517,377498.65
apartment,Álvaro Obregón,54.0,16148.14815,19.370385,-99.207105,45942.61
house,Coyoacán,300.0,21033.33333,19.342077,-99.127866,332451.71
apartment,Iztapalapa,,,19.3513253159,-99.081594944,28292.64
house,Benito Juárez,300.0,24366.66667,19.395451,-99.183774,385138.19
apartment,Cuauhtémoc,178.0,2241.573034,19.447127,-99.133204,21021.9
house,Azcapotzalco,455.0,16703.2967,19.490177,-99.205132,400512.23
house,Iztacalco,300.0,8596.36,19.382139,-99.127632,135905.81
apartment,Benito Juárez,85.0,38884.94118,19.383952,-99.160229,174181.71
house,Benito Juárez,224.0,27142.85714,19.394073,-99.153915,320333.82
apartment,Iztacalco,64.0,26562.5,19.410307,-99.065399,89567.02
house,Azcapotzalco,250.0,12000.0,19.493092,-99.198555,158059.45
house,Álvaro Obregón,496.0,3053.790323,19.351759,-99.222662,79803.16
house,Coyoacán,300.0,9144.446667,19.345203,-99.170567,144536.62
house,Coyoacán,120.0,18333.33333,,,115910.26
apartment,Gustavo A. Madero,,,19.4843467,-99.1465779,93779.23
apartment,Coyoacán,180.0,6333.333333,19.33782,-99.150301,60062.59
apartment,Miguel Hidalgo,126.0,46031.74603,19.430456,-99.1889121,305581.6
apartment,Benito Juárez,150.0,51426.66667,19.389791,-99.164696,406423.53
house,Iztapalapa,341.0,5442.815249,,,97786.11
apartment,Miguel Hidalgo,57.0,21052.63158,19.455944,-99.211803,63223.78
apartment,Benito Juárez,74.0,32975.67568,19.374739,-99.140184,128565.55
apartment,Miguel Hidalgo,73.0,15205.47945,19.400249,-99.177444,58481.99
apartment,Álvaro Obregón,53.0,60377.35849,19.331932,-99.246689,168596.74
house,Tlalpan,248.0,16572.58065,19.272916,-99.16231,216541.44
apartment,Cuajimalpa de Morelos,88.0,71500.0,,,331503.35
apartment,Álvaro Obregón,72.0,16945.41667,19.367943,-99.218478,64281.19
apartment,Álvaro Obregón,130.0,35460.76923,,,242879.42
apartment,Gustavo A. Madero,110.0,29090.90909,19.478469,-99.116014,168596.74
apartment,Benito Juárez,129.0,39534.88372,19.3856481,-99.1751185,268764.78
apartment,Cuauhtémoc,46.0,15098.69565,19.418925,-99.143912,36592.87
house,Benito Juárez,50.0,58408.74,19.379393,-99.166738,153867.55
house,Álvaro Obregón,342.0,13742.69006,19.337297,-99.252887,247626.47
apartment,Benito Juárez,90.0,15830.82222,19.366753,-99.138046,75084.13
apartment,Iztacalco,50.0,16780.0,19.410307,-99.065399,44214.44
apartment,Iztapalapa,55.0,11515.14545,19.348461,-99.080398,33368.08
apartment,Benito Juárez,55.0,49090.90909,19.372684,-99.183678,142253.5
house,Iztapalapa,133.0,17894.73684,,,125393.83
apartment,Álvaro Obregón,140.0,50000.0,19.347138,-99.25617,368805.38
apartment,Cuauhtémoc,57.0,16228.07018,19.4585508,-99.1271837,48734.99
apartment,Tláhuac,50.0,5529.0,19.295353,-99.058838,14565.17
house,Benito Juárez,120.0,17188.89167,19.364891,-99.148384,108674.67
apartment,Álvaro Obregón,92.0,13913.04348,,,67454.69
apartment,Azcapotzalco,85.0,16831.01176,19.465454,-99.162665,75375.18
house,Tlalpan,307.0,22801.30293,19.2838435494,-99.1310076713,368805.38
apartment,Cuajimalpa de Morelos,,,,,102431.79
apartment,Iztacalco,47.0,8255.319149,19.398907,-99.118626,20442.35
apartment,Miguel Hidalgo,65.0,10215.38462,19.455894,-99.18355,34983.82
apartment,Iztacalco,50.0,25000.0,19.400165,-99.135621,65858.1
house,Iztapalapa,150.0,6376.98,19.37407,-99.100526,50397.09
apartment,Benito Juárez,74.0,41256.75676,19.375626,-99.15461,160851.83
